"module name","license","repository"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@napi-rs/wasm-runtime@0.2.12","MIT","https://github.com/napi-rs/napi-rs"
"@next/env@15.5.11","MIT","https://github.com/vercel/next.js"
"@next/eslint-plugin-next@15.5.11","MIT","https://github.com/vercel/next.js"
"@next/swc-darwin-arm64@15.5.7","MIT","https://github.com/vercel/next.js"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@nolyfill/is-core-module@1.0.39","MIT","https://github.com/SukkaW/nolyfill"
"@rtsao/scc@1.1.0","MIT","https://github.com/rtsao/scc"
"@rushstack/eslint-patch@1.15.0","MIT","https://github.com/microsoft/rushstack"
"@sinclair/typebox@0.27.10","MIT","https://github.com/sinclairzx81/typebox-legacy"
"@sinclair/typebox@0.34.48","MIT","https://github.com/sinclairzx81/typebox-legacy"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@swc/helpers@0.5.15","Apache-2.0","https://github.com/swc-project/swc"
"@tailwindcss/node@4.1.18","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-darwin-arm64@4.1.18","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide@4.1.18","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/postcss@4.1.18","MIT","https://github.com/tailwindlabs/tailwindcss"
"@testing-library/dom@10.4.1","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@6.9.1","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@16.3.2","MIT","https://github.com/testing-library/react-testing-library"
"@tootallnate/once@2.0.0","MIT","https://github.com/TooTallNate/once"
"@tybys/wasm-util@0.10.1","MIT","https://github.com/toyobayashi/wasm-util"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@30.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsdom@20.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.19.31","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tough-cookie@4.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.54.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@unrs/resolver-binding-darwin-arm64@1.11.1","MIT","https://github.com/unrs/unrs-resolver"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab"
"acorn-globals@7.0.1","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@8.3.4","MIT","https://github.com/acornjs/acorn"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-includes@3.1.9","MIT","https://github.com/es-shims/array-includes"
"array.prototype.findlast@1.2.5","MIT","https://github.com/es-shims/Array.prototype.findLast"
"array.prototype.findlastindex@1.2.6","MIT","https://github.com/es-shims/Array.prototype.findLastIndex"
"array.prototype.flat@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flat"
"array.prototype.flatmap@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flatMap"
"array.prototype.tosorted@1.1.4","MIT","https://github.com/es-shims/Array.prototype.toSorted"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"ast-types-flow@0.0.8","MIT","https://github.com/kyldvs/ast-types-flow"
"async-function@1.0.0","MIT","https://github.com/ljharb/async-function"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axe-core@4.11.1","MPL-2.0","https://github.com/dequelabs/axe-core"
"axobject-query@4.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-preset-current-node-syntax@1.2.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.9.19","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.1","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001767","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"ci-info@4.4.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@1.4.3","MIT","https://github.com/nodejs/cjs-module-lexer"
"client-only@0.0.1","MIT",""
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.3","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"create-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.5.0","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"damerau-levenshtein@1.0.8","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"data-urls@3.0.2","MIT","https://github.com/jsdom/data-urls"
"data-view-buffer@1.0.2","MIT","https://github.com/inspect-js/data-view-buffer"
"data-view-byte-length@1.0.2","MIT","https://github.com/inspect-js/data-view-byte-length"
"data-view-byte-offset@1.0.1","MIT","https://github.com/inspect-js/data-view-byte-offset"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"dedent@1.7.1","MIT","https://github.com/dmnd/dedent"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"diff-sequences@29.6.3","MIT","https://github.com/jestjs/jest"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-accessibility-api@0.6.3","MIT","https://github.com/eps1lon/dom-accessibility-api"
"domexception@4.0.0","MIT","https://github.com/jsdom/domexception"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"electron-to-chromium@1.5.286","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"enhanced-resolve@5.19.0","MIT","https://github.com/webpack/enhanced-resolve"
"entities@6.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.4","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.24.1","MIT","https://github.com/ljharb/es-abstract"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-iterator-helpers@1.2.2","MIT","https://github.com/es-shims/iterator-helpers"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es-shim-unscopables@1.1.0","MIT","https://github.com/ljharb/es-shim-unscopables"
"es-to-primitive@1.3.0","MIT","https://github.com/ljharb/es-to-primitive"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.1.0","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-config-next@15.5.11","MIT","https://github.com/vercel/next.js"
"eslint-import-resolver-node@0.3.9","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-import-resolver-typescript@3.10.1","ISC","https://github.com/import-js/eslint-import-resolver-typescript"
"eslint-module-utils@2.12.1","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-import@2.32.0","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-jsx-a11y@6.10.2","MIT","https://github.com/jsx-eslint/eslint-plugin-jsx-a11y"
"eslint-plugin-react-hooks@5.2.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react@7.37.5","MIT","https://github.com/jsx-eslint/eslint-plugin-react"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.39.2","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.7.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expect@29.7.0","MIT","https://github.com/jestjs/jest"
"expect@30.2.0","MIT","https://github.com/jestjs/jest"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.1","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.20.1","ISC","https://github.com/mcollina/fastq"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"form-data@4.0.5","MIT","https://github.com/form-data/form-data"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.8","MIT","https://github.com/es-shims/Function.prototype.name"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"future-craft@0.1.0","UNLICENSED",""
"generator-function@2.0.1","MIT","https://github.com/TimothyGu/generator-function"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"get-symbol-description@1.1.0","MIT","https://github.com/inspect-js/get-symbol-description"
"get-tsconfig@4.13.1","MIT","https://github.com/privatenumber/get-tsconfig"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globalthis@1.0.4","MIT","https://github.com/ljharb/System.global"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-bigints@1.1.0","MIT","https://github.com/ljharb/has-bigints"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-proto@1.2.0","MIT","https://github.com/inspect-js/has-proto"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"html-encoding-sniffer@3.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-proxy-agent@5.0.0","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@7.0.5","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@3.2.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"internal-slot@1.1.0","MIT","https://github.com/ljharb/internal-slot"
"is-array-buffer@3.0.5","MIT","https://github.com/inspect-js/is-array-buffer"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-async-function@2.1.1","MIT","https://github.com/inspect-js/is-async-function"
"is-bigint@1.1.0","MIT","https://github.com/inspect-js/is-bigint"
"is-boolean-object@1.2.2","MIT","https://github.com/inspect-js/is-boolean-object"
"is-bun-module@2.0.0","MIT","https://github.com/SunsetTechuila/is-bun-module"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.16.1","MIT","https://github.com/inspect-js/is-core-module"
"is-data-view@1.0.2","MIT","https://github.com/inspect-js/is-data-view"
"is-date-object@1.1.0","MIT","https://github.com/inspect-js/is-date-object"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-finalizationregistry@1.1.1","MIT","https://github.com/inspect-js/is-finalizationregistry"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-generator-function@1.1.2","MIT","https://github.com/inspect-js/is-generator-function"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-map@2.0.3","MIT","https://github.com/inspect-js/is-map"
"is-negative-zero@2.0.3","MIT","https://github.com/inspect-js/is-negative-zero"
"is-number-object@1.1.1","MIT","https://github.com/inspect-js/is-number-object"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"is-regex@1.2.1","MIT","https://github.com/inspect-js/is-regex"
"is-set@2.0.3","MIT","https://github.com/inspect-js/is-set"
"is-shared-array-buffer@1.0.4","MIT","https://github.com/inspect-js/is-shared-array-buffer"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
